pokemon,attack
jigglypuff,dazzling gleam
jigglypuff,power up punch
jigglypuff,body press
jigglypuff,steel roller
jigglypuff,misty explosion
jigglypuff,tera blast
jigglypuff,ice spinner
jigglypuff,trailblaze
jigglypuff,chilling water
jigglypuff,alluring voice
jigglypuff,psychic noise
wigglytuff,pound
wigglytuff,double slap
wigglytuff,mega punch
wigglytuff,fire punch
wigglytuff,ice punch
wigglytuff,thunder punch
wigglytuff,mega kick
wigglytuff,headbutt
wigglytuff,body slam
wigglytuff,take down
wigglytuff,double edge
wigglytuff,sing
wigglytuff,disable
wigglytuff,flamethrower
wigglytuff,water gun
wigglytuff,ice beam
wigglytuff,blizzard
wigglytuff,bubble beam
wigglytuff,hyper beam
wigglytuff,submission
wigglytuff,counter
wigglytuff,seismic toss
wigglytuff,strength
wigglytuff,solar beam
wigglytuff,thunderbolt
wigglytuff,thunder wave
wigglytuff,thunder
wigglytuff,dig
wigglytuff,toxic
wigglytuff,psychic
wigglytuff,rage
wigglytuff,teleport
wigglytuff,mimic
wigglytuff,screech
wigglytuff,double team
wigglytuff,minimize
wigglytuff,defense curl
wigglytuff,light screen
wigglytuff,reflect
wigglytuff,bide
wigglytuff,metronome
wigglytuff,self destruct
wigglytuff,fire blast
wigglytuff,swift
wigglytuff,skull bash
wigglytuff,amnesia
wigglytuff,dream eater
wigglytuff,flash
wigglytuff,psywave
wigglytuff,rest
wigglytuff,tri attack
wigglytuff,substitute
wigglytuff,thief
wigglytuff,nightmare
wigglytuff,snore
wigglytuff,curse
wigglytuff,protect
wigglytuff,sweet kiss
wigglytuff,mud slap
wigglytuff,zap cannon
wigglytuff,icy wind
wigglytuff,detect
wigglytuff,sandstorm
wigglytuff,endure
wigglytuff,charm
wigglytuff,rollout
wigglytuff,swagger
wigglytuff,attract
wigglytuff,sleep talk
wigglytuff,heal bell
wigglytuff,return
wigglytuff,frustration
wigglytuff,safeguard
wigglytuff,pain split
wigglytuff,dynamic punch
wigglytuff,baton pass
wigglytuff,encore
wigglytuff,hidden power
wigglytuff,rain dance
wigglytuff,sunny day
wigglytuff,psych up
wigglytuff,shadow ball
wigglytuff,uproar
wigglytuff,stockpile
wigglytuff,spit up
wigglytuff,swallow
wigglytuff,facade
wigglytuff,focus punch
wigglytuff,taunt
wigglytuff,helping hand
wigglytuff,role play
wigglytuff,magic coat
wigglytuff,recycle
wigglytuff,brick break
wigglytuff,knock off
wigglytuff,endeavor
wigglytuff,skill swap
wigglytuff,snatch
wigglytuff,secret power
wigglytuff,hyper voice
wigglytuff,fake tears
wigglytuff,bounce
wigglytuff,covet
wigglytuff,magical leaf
wigglytuff,calm mind
wigglytuff,shock wave
wigglytuff,water pulse
wigglytuff,gravity
wigglytuff,gyro ball
wigglytuff,natural gift
wigglytuff,fling
wigglytuff,copycat
wigglytuff,last resort
wigglytuff,dark pulse
wigglytuff,drain punch
wigglytuff,focus blast
wigglytuff,energy ball
wigglytuff,giga impact
wigglytuff,nasty plot
wigglytuff,zen headbutt
wigglytuff,captivate
wigglytuff,stealth rock
wigglytuff,grass knot
wigglytuff,charge beam
wigglytuff,psyshock
wigglytuff,telekinesis
wigglytuff,magic room
wigglytuff,round
wigglytuff,echoed voice
wigglytuff,stored power
wigglytuff,ally switch
wigglytuff,incinerate
wigglytuff,retaliate
wigglytuff,work up
wigglytuff,wild charge
wigglytuff,disarming voice
wigglytuff,draining kiss
wigglytuff,misty terrain
wigglytuff,play rough
wigglytuff,confide
wigglytuff,dazzling gleam
wigglytuff,power up punch
wigglytuff,laser focus
wigglytuff,body press
wigglytuff,expanding force
wigglytuff,steel roller
wigglytuff,misty explosion
wigglytuff,tera blast
wigglytuff,ice spinner
wigglytuff,trailblaze
wigglytuff,chilling water
wigglytuff,alluring voice
wigglytuff,psychic noise
zubat,razor wind
zubat,gust
zubat,wing attack
zubat,whirlwind
zubat,fly
zubat,headbutt
zubat,take down
zubat,double edge
zubat,bite
zubat,supersonic
zubat,absorb
zubat,mega drain
zubat,toxic
zubat,hypnosis
zubat,agility
zubat,quick attack
zubat,rage
zubat,mimic
zubat,double team
zubat,confuse ray
zubat,haze
zubat,bide
zubat,swift
zubat,leech life
zubat,rest
zubat,super fang
zubat,substitute
zubat,thief
zubat,snore
zubat,curse
zubat,protect
zubat,feint attack
zubat,sludge bomb
zubat,detect
zubat,giga drain
zubat,endure
zubat,swagger
zubat,steel wing
zubat,mean look
zubat,attract
zubat,sleep talk
zubat,return
zubat,frustration
zubat,pursuit
zubat,hidden power
zubat,twister
zubat,rain dance
zubat,sunny day
zubat,crunch
zubat,shadow ball
zubat,uproar
zubat,heat wave
zubat,torment
zubat,facade
zubat,taunt
zubat,snatch
zubat,secret power
zubat,poison fang
zubat,astonish
zubat,air cutter
zubat,aerial ace
zubat,roost
zubat,natural gift
zubat,pluck
zubat,tailwind
zubat,u turn
zubat,payback
zubat,assurance
zubat,air slash
zubat,brave bird
zubat,nasty plot
zubat,zen headbutt
zubat,defog
zubat,cross poison
zubat,captivate
zubat,ominous wind
zubat,venoshock
zubat,round
zubat,quick guard
zubat,acrobatics
zubat,confide
zubat,venom drench
zubat,dual wingbeat
golbat,razor wind
golbat,gust
golbat,wing attack
golbat,whirlwind
golbat,fly
golbat,headbutt
golbat,take down
golbat,double edge
golbat,bite
golbat,supersonic
golbat,hyper beam
golbat,absorb
golbat,mega drain
golbat,toxic
golbat,hypnosis
golbat,agility
golbat,quick attack
golbat,rage
golbat,mimic
golbat,screech
golbat,double team
golbat,confuse ray
golbat,haze
golbat,bide
golbat,swift
golbat,leech life
golbat,rest
golbat,super fang
golbat,substitute
golbat,thief
golbat,snore
golbat,curse
golbat,protect
golbat,sludge bomb
golbat,detect
golbat,giga drain
golbat,endure
golbat,swagger
golbat,steel wing
golbat,mean look
golbat,attract
golbat,sleep talk
golbat,return
golbat,frustration
golbat,hidden power
golbat,twister
golbat,rain dance
golbat,sunny day
golbat,crunch
golbat,shadow ball
golbat,uproar
golbat,heat wave
golbat,torment
golbat,facade
golbat,taunt
golbat,snatch
golbat,secret power
golbat,poison fang
golbat,astonish
golbat,air cutter
golbat,aerial ace
golbat,roost
golbat,natural gift
golbat,pluck
golbat,tailwind
golbat,u turn
golbat,payback
golbat,assurance
golbat,air slash
golbat,brave bird
golbat,giga impact
golbat,nasty plot
golbat,zen headbutt
golbat,defog
golbat,cross poison
golbat,captivate
golbat,ominous wind
golbat,venoshock
golbat,round
golbat,quick guard
golbat,acrobatics
golbat,confide
golbat,venom drench
golbat,dual wingbeat
oddish,swords dance
oddish,cut
oddish,headbutt
oddish,take down
oddish,double edge
oddish,acid
oddish,absorb
oddish,mega drain
oddish,leech seed
oddish,growth
oddish,razor leaf
oddish,solar beam
oddish,poison powder
oddish,stun spore
oddish,sleep powder
oddish,petal dance
oddish,toxic
oddish,rage
oddish,mimic
oddish,double team
oddish,reflect
oddish,bide
oddish,flash
oddish,rest
oddish,substitute
oddish,snore
oddish,curse
oddish,flail
oddish,protect
oddish,sludge bomb
oddish,giga drain
oddish,endure
oddish,charm
oddish,swagger
oddish,attract
oddish,sleep talk
oddish,return
oddish,frustration
oddish,sweet scent
oddish,synthesis
oddish,moonlight
oddish,hidden power
oddish,sunny day
oddish,facade
oddish,nature power
oddish,helping hand
oddish,ingrain
oddish,secret power
oddish,teeter dance
oddish,tickle
oddish,bullet seed
oddish,magical leaf
oddish,natural gift
oddish,gastro acid
oddish,lucky chant
oddish,worry seed
oddish,seed bomb
oddish,energy ball
oddish,leaf storm
oddish,captivate
oddish,grass knot
oddish,venoshock
oddish,acid spray
oddish,after you
oddish,round
oddish,grassy terrain
oddish,moonblast
oddish,confide
oddish,dazzling gleam
oddish,infestation
oddish,strength sap
oddish,grassy glide
oddish,tera blast
oddish,trailblaze
gloom,swords dance
gloom,cut
gloom,headbutt
gloom,take down
gloom,double edge
gloom,acid
gloom,absorb
gloom,mega drain
gloom,leech seed
gloom,growth
gloom,razor leaf
gloom,solar beam
gloom,poison powder
gloom,stun spore
gloom,sleep powder
gloom,petal dance
gloom,toxic
gloom,rage
gloom,mimic
gloom,double team
gloom,reflect
gloom,bide
gloom,flash
gloom,rest
gloom,substitute
gloom,snore
gloom,curse
gloom,flail
gloom,protect
gloom,sludge bomb
gloom,giga drain
gloom,endure
gloom,charm
gloom,swagger
gloom,attract
gloom,sleep talk
gloom,return
gloom,frustration
gloom,sweet scent
gloom,synthesis
gloom,moonlight
gloom,hidden power
gloom,sunny day
gloom,facade
gloom,nature power
gloom,helping hand
gloom,ingrain
gloom,secret power
gloom,teeter dance
gloom,tickle
gloom,bullet seed
gloom,magical leaf
gloom,natural gift
gloom,fling
gloom,gastro acid
gloom,lucky chant
gloom,worry seed
gloom,seed bomb
gloom,drain punch
gloom,energy ball
gloom,leaf storm
gloom,captivate
gloom,grass knot
gloom,venoshock
gloom,acid spray
gloom,after you
gloom,round
gloom,petal blizzard
gloom,grassy terrain
gloom,moonblast
gloom,confide
gloom,dazzling gleam
gloom,infestation
gloom,strength sap
gloom,pollen puff
gloom,grassy glide
gloom,tera blast
gloom,trailblaze
vileplume,swords dance
vileplume,cut
vileplume,headbutt
vileplume,body slam
vileplume,take down
vileplume,double edge
vileplume,acid
vileplume,hyper beam
vileplume,absorb
vileplume,mega drain
vileplume,leech seed
vileplume,growth
vileplume,razor leaf
vileplume,solar beam
vileplume,poison powder
vileplume,stun spore
vileplume,sleep powder
vileplume,petal dance
vileplume,toxic
vileplume,rage
vileplume,mimic
vileplume,double team
vileplume,reflect
vileplume,bide
vileplume,flash
vileplume,rest
vileplume,substitute
vileplume,snore
vileplume,curse
vileplume,flail
vileplume,protect
vileplume,sludge bomb
vileplume,giga drain
vileplume,endure
vileplume,charm
vileplume,swagger
vileplume,attract
vileplume,sleep talk
vileplume,return
vileplume,frustration
vileplume,safeguard
vileplume,sweet scent
vileplume,synthesis
vileplume,moonlight
vileplume,hidden power
vileplume,sunny day
vileplume,facade
vileplume,nature power
vileplume,helping hand
vileplume,ingrain
vileplume,secret power
vileplume,teeter dance
vileplume,weather ball
vileplume,aromatherapy
vileplume,tickle
vileplume,bullet seed
vileplume,magical leaf
vileplume,natural gift
vileplume,fling
vileplume,gastro acid
vileplume,worry seed
vileplume,seed bomb
vileplume,drain punch
vileplume,energy ball
vileplume,giga impact
vileplume,leaf storm
vileplume,captivate
vileplume,grass knot
vileplume,venoshock
vileplume,sludge wave
vileplume,acid spray
vileplume,after you
vileplume,round
vileplume,petal blizzard
vileplume,grassy terrain
vileplume,moonblast
vileplume,confide
vileplume,dazzling gleam
vileplume,infestation
vileplume,strength sap
vileplume,solar blade
vileplume,pollen puff
vileplume,grassy glide
vileplume,corrosive gas
vileplume,tera blast
vileplume,trailblaze
paras,scratch
paras,swords dance
paras,cut
paras,headbutt
paras,body slam
paras,take down
paras,double edge
paras,psybeam
paras,counter
paras,absorb
paras,mega drain
paras,leech seed
paras,growth
paras,solar beam
paras,poison powder
paras,stun spore
paras,sleep powder
paras,string shot
paras,dig
paras,toxic
paras,agility
paras,rage
paras,mimic
paras,screech
paras,double team
paras,light screen
paras,reflect
paras,bide
paras,skull bash
paras,leech life
paras,spore
paras,flash
paras,fury swipes
paras,rest
paras,slash
paras,substitute
paras,thief
paras,snore
paras,curse
paras,flail
paras,protect
paras,sludge bomb
paras,giga drain
paras,endure
paras,false swipe
paras,swagger
paras,fury cutter
paras,attract
paras,sleep talk
paras,return
paras,frustration
paras,pursuit
paras,sweet scent
paras,metal claw
paras,synthesis
paras,hidden power
paras,sunny day
paras,rock smash
paras,facade
paras,nature power
paras,brick break
paras,knock off
paras,secret power
paras,aromatherapy
paras,bullet seed
paras,aerial ace
paras,natural gift
paras,worry seed
paras,seed bomb
paras,x scissor
paras,energy ball
paras,cross poison
paras,captivate
paras,grass knot
paras,bug bite
paras,hone claws
paras,wide guard
paras,venoshock
paras,rage powder
paras,after you
paras,round
paras,struggle bug
paras,rototiller
paras,fell stinger
paras,grassy terrain
paras,confide
parasect,scratch
parasect,swords dance
parasect,cut
parasect,headbutt
parasect,body slam
parasect,take down
parasect,double edge
parasect,hyper beam
parasect,counter
parasect,absorb
parasect,mega drain
parasect,leech seed
parasect,growth
parasect,solar beam
parasect,poison powder
parasect,stun spore
parasect,sleep powder
parasect,string shot
parasect,dig
parasect,toxic
parasect,rage
parasect,mimic
parasect,screech
parasect,double team
parasect,light screen
parasect,reflect
parasect,bide
parasect,skull bash
parasect,leech life
parasect,spore
parasect,flash
parasect,fury swipes
parasect,rest
parasect,slash
parasect,substitute
parasect,thief
parasect,snore
parasect,curse
parasect,protect
parasect,sludge bomb
parasect,giga drain
parasect,endure
parasect,false swipe
parasect,swagger
parasect,fury cutter
parasect,attract
parasect,sleep talk
parasect,return
parasect,frustration
parasect,sweet scent
parasect,synthesis
parasect,hidden power
parasect,sunny day
parasect,rock smash
parasect,facade
parasect,nature power
parasect,brick break
parasect,knock off
parasect,secret power
parasect,aromatherapy
parasect,bullet seed
parasect,aerial ace
parasect,natural gift
parasect,worry seed
parasect,seed bomb
parasect,x scissor
parasect,energy ball
parasect,giga impact
parasect,cross poison
parasect,captivate
parasect,grass knot
parasect,bug bite
parasect,hone claws
parasect,venoshock
parasect,rage powder
parasect,after you
parasect,round
parasect,struggle bug
parasect,confide
parasect,throat chop
venonat,headbutt
venonat,tackle
venonat,take down
venonat,double edge
venonat,supersonic
venonat,disable
venonat,psybeam
venonat,mega drain
venonat,solar beam
venonat,poison powder
venonat,stun spore
venonat,sleep powder
venonat,string shot
venonat,toxic
venonat,confusion
venonat,psychic
venonat,agility
venonat,rage
venonat,night shade
venonat,mimic
venonat,screech
venonat,double team
venonat,confuse ray
venonat,reflect
venonat,bide
venonat,swift
venonat,leech life
venonat,flash
venonat,psywave
venonat,rest
venonat,substitute
venonat,thief
venonat,snore
venonat,curse
venonat,protect
venonat,sludge bomb
venonat,foresight
venonat,giga drain
venonat,endure
venonat,swagger
venonat,attract
venonat,sleep talk
venonat,return
venonat,frustration
venonat,baton pass
venonat,sweet scent
venonat,morning sun
venonat,hidden power
venonat,sunny day
venonat,facade
venonat,endeavor
venonat,skill swap
venonat,secret power
venonat,poison fang
venonat,signal beam
venonat,natural gift
venonat,toxic spikes
venonat,bug buzz
venonat,energy ball
venonat,zen headbutt
venonat,captivate
venonat,bug bite
venonat,venoshock
venonat,rage powder
venonat,acid spray
venonat,round
venonat,struggle bug
venonat,confide
venonat,infestation
venonat,lunge
venonat,skitter smack
venonat,tera blast
venonat,pounce
venonat,psychic noise
venomoth,razor wind
venomoth,gust
venomoth,whirlwind
venomoth,headbutt
venomoth,tackle
venomoth,take down
venomoth,double edge
venomoth,supersonic
venomoth,disable
venomoth,psybeam
venomoth,hyper beam
venomoth,mega drain
venomoth,solar beam
venomoth,poison powder
venomoth,stun spore
venomoth,sleep powder
venomoth,string shot
venomoth,toxic
venomoth,confusion
venomoth,psychic
venomoth,agility
venomoth,rage
venomoth,teleport
venomoth,night shade
venomoth,mimic
venomoth,screech
venomoth,double team
venomoth,confuse ray
venomoth,reflect
venomoth,bide
venomoth,swift
venomoth,dream eater
venomoth,leech life
venomoth,flash
venomoth,psywave
venomoth,rest
venomoth,substitute
venomoth,thief
venomoth,snore
venomoth,curse
venomoth,protect
venomoth,sludge bomb
venomoth,foresight
venomoth,giga drain
venomoth,endure
venomoth,swagger
venomoth,attract
venomoth,sleep talk
venomoth,return
venomoth,frustration
venomoth,baton pass
venomoth,sweet scent
venomoth,hidden power
venomoth,twister
venomoth,sunny day
venomoth,facade
venomoth,endeavor
venomoth,skill swap
venomoth,secret power
venomoth,poison fang
venomoth,air cutter
venomoth,silver wind
venomoth,signal beam
venomoth,aerial ace
venomoth,roost
venomoth,natural gift
venomoth,tailwind
venomoth,u turn
venomoth,toxic spikes
venomoth,air slash
venomoth,bug buzz
venomoth,energy ball
venomoth,giga impact
venomoth,zen headbutt
venomoth,defog
venomoth,captivate
venomoth,bug bite
venomoth,ominous wind
venomoth,venoshock
venomoth,sludge wave
venomoth,quiver dance
venomoth,acid spray
venomoth,round
venomoth,acrobatics
venomoth,struggle bug
venomoth,confide
venomoth,infestation
venomoth,lunge
venomoth,skitter smack
venomoth,tera blast
venomoth,pounce
venomoth,psychic noise
diglett,scratch
diglett,swords dance
diglett,cut
diglett,sand attack
diglett,headbutt
diglett,body slam
diglett,take down
diglett,double edge
diglett,growl
diglett,earthquake
diglett,fissure
diglett,dig
diglett,toxic
diglett,agility
diglett,rage
diglett,mimic
diglett,screech
diglett,double team
diglett,bide
diglett,fury swipes
diglett,rest
diglett,rock slide
diglett,slash
diglett,substitute
diglett,thief
diglett,snore
diglett,curse
diglett,reversal
diglett,protect
diglett,feint attack
diglett,sludge bomb
diglett,mud slap
diglett,sandstorm
diglett,endure
diglett,charm
diglett,swagger
diglett,attract
diglett,sleep talk
diglett,return
diglett,frustration
diglett,magnitude
diglett,pursuit
diglett,hidden power
diglett,sunny day
diglett,ancient power
diglett,rock smash
diglett,beat up
diglett,uproar
diglett,memento
diglett,facade
diglett,helping hand
diglett,endeavor
diglett,secret power
diglett,astonish
diglett,rock tomb
diglett,sand tomb
diglett,aerial ace
diglett,mud shot
diglett,rock blast
diglett,natural gift
diglett,assurance
diglett,sucker punch
diglett,earth power
diglett,shadow claw
diglett,mud bomb
diglett,stone edge
diglett,captivate
diglett,stealth rock
diglett,hone claws
diglett,smack down
diglett,foul play
diglett,round
diglett,echoed voice
diglett,ally switch
diglett,final gambit
diglett,bulldoze
diglett,work up
diglett,confide
diglett,throat chop
diglett,stomping tantrum
diglett,scorching sands
diglett,tera blast
dugtrio,scratch
dugtrio,swords dance
dugtrio,cut
dugtrio,sand attack
dugtrio,headbutt
dugtrio,body slam
dugtrio,take down
dugtrio,double edge
dugtrio,growl
dugtrio,hyper beam
dugtrio,earthquake
dugtrio,fissure
dugtrio,dig
dugtrio,toxic
dugtrio,agility
dugtrio,rage
dugtrio,mimic
dugtrio,screech
dugtrio,double team
dugtrio,bide
dugtrio,fury swipes
dugtrio,rest
dugtrio,rock slide
dugtrio,tri attack
dugtrio,slash
dugtrio,substitute
dugtrio,thief
dugtrio,snore
dugtrio,curse
dugtrio,reversal
dugtrio,protect
dugtrio,sludge bomb
dugtrio,mud slap
dugtrio,sandstorm
dugtrio,endure
dugtrio,charm
dugtrio,swagger
dugtrio,attract
dugtrio,sleep talk
dugtrio,return
dugtrio,frustration
dugtrio,magnitude
dugtrio,hidden power
dugtrio,sunny day
dugtrio,rock smash
dugtrio,beat up
dugtrio,uproar
dugtrio,facade
dugtrio,endeavor
dugtrio,secret power
dugtrio,astonish
dugtrio,rock tomb
dugtrio,sand tomb
dugtrio,aerial ace
dugtrio,mud shot
dugtrio,rock blast
dugtrio,natural gift
dugtrio,assurance
dugtrio,sucker punch
dugtrio,night slash
dugtrio,earth power
dugtrio,giga impact
dugtrio,shadow claw
dugtrio,mud bomb
dugtrio,stone edge
dugtrio,captivate
dugtrio,stealth rock
dugtrio,hone claws
dugtrio,smack down
dugtrio,sludge wave
dugtrio,foul play
dugtrio,round
dugtrio,echoed voice
dugtrio,ally switch
dugtrio,bulldoze
dugtrio,work up
dugtrio,rototiller
dugtrio,confide
dugtrio,high horsepower
dugtrio,throat chop
dugtrio,stomping tantrum
dugtrio,scorching sands
dugtrio,tera blast
meowth,pay day
meowth,scratch
meowth,cut
meowth,headbutt
meowth,body slam
meowth,take down
meowth,double edge
meowth,tail whip
meowth,bite
meowth,growl
meowth,water gun
meowth,bubble beam
meowth,thunderbolt
meowth,thunder wave
meowth,thunder
meowth,dig
meowth,toxic
meowth,hypnosis
meowth,agility
meowth,rage
meowth,mimic
meowth,screech
meowth,double team
meowth,defense curl
meowth,bide
meowth,swift
meowth,skull bash
meowth,amnesia
meowth,dream eater
meowth,flash
meowth,fury swipes
meowth,rest
meowth,slash
meowth,substitute
meowth,thief
meowth,nightmare
meowth,snore
meowth,curse
meowth,flail
meowth,spite
meowth,protect
meowth,feint attack
meowth,mud slap
meowth,zap cannon
meowth,icy wind
meowth,detect
meowth,endure
meowth,charm
meowth,false swipe
meowth,swagger
meowth,attract
meowth,sleep talk
meowth,return
meowth,frustration
meowth,pain split
meowth,iron tail
meowth,metal claw
meowth,hidden power
meowth,rain dance
meowth,sunny day
meowth,psych up
meowth,shadow ball
meowth,fake out
meowth,uproar
meowth,torment
meowth,facade
meowth,taunt
meowth,helping hand
meowth,assist
meowth,knock off
meowth,endeavor
meowth,snatch
meowth,secret power
meowth,hyper voice
meowth,fake tears
meowth,odor sleuth
meowth,aerial ace
meowth,covet
meowth,shock wave
meowth,water pulse
meowth,natural gift
meowth,feint
meowth,u turn
meowth,payback
meowth,assurance
meowth,punishment
meowth,last resort
meowth,dark pulse
meowth,night slash
meowth,seed bomb
meowth,power gem
meowth,nasty plot
meowth,shadow claw
meowth,gunk shot
meowth,captivate
meowth,hone claws
meowth,foul play
meowth,round
meowth,echoed voice
meowth,retaliate
meowth,work up
meowth,snarl
meowth,play rough
meowth,confide
meowth,throat chop
meowth,lash out
meowth,tera blast
meowth,trailblaze
meowth,chilling water
persian,pay day
persian,scratch
persian,cut
persian,headbutt
persian,body slam
persian,take down
persian,double edge
persian,bite
persian,growl
persian,roar
persian,water gun
persian,bubble beam
persian,hyper beam
persian,thunderbolt
persian,thunder wave
persian,thunder
persian,dig
persian,toxic
persian,hypnosis
persian,agility
persian,rage
persian,mimic
persian,screech
persian,double team
persian,defense curl
persian,bide
persian,swift
persian,skull bash
persian,amnesia
persian,dream eater
persian,flash
persian,fury swipes
persian,rest
persian,slash
persian,substitute
persian,thief
persian,nightmare
persian,snore
persian,curse
persian,spite
persian,protect
persian,feint attack
persian,mud slap
persian,zap cannon
persian,icy wind
persian,detect
persian,endure
persian,charm
persian,false swipe
persian,swagger
persian,attract
persian,sleep talk
persian,return
persian,frustration
persian,pain split
persian,iron tail
persian,metal claw
persian,hidden power
persian,rain dance
persian,sunny day
persian,psych up
persian,shadow ball
persian,fake out
persian,uproar
persian,torment
persian,facade
persian,taunt
persian,helping hand
persian,knock off
persian,endeavor
persian,snatch
persian,secret power
persian,hyper voice
persian,fake tears
persian,aerial ace
persian,covet
persian,shock wave
persian,water pulse
persian,natural gift
persian,feint
persian,u turn
persian,payback
persian,assurance
persian,embargo
persian,last resort
persian,dark pulse
persian,night slash
persian,seed bomb
persian,power gem
persian,switcheroo
persian,giga impact
persian,nasty plot
persian,shadow claw
persian,gunk shot
persian,captivate
persian,hone claws
persian,foul play
persian,round
persian,echoed voice
persian,retaliate
persian,work up
persian,snarl
persian,play rough
persian,confide
persian,throat chop
persian,skitter smack
persian,lash out
persian,tera blast
persian,trailblaze
persian,chilling water
psyduck,mega punch
psyduck,pay day
psyduck,ice punch
psyduck,scratch
psyduck,mega kick
psyduck,headbutt
psyduck,body slam
psyduck,take down
psyduck,double edge
psyduck,tail whip
psyduck,disable
psyduck,water gun
psyduck,hydro pump
psyduck,surf
psyduck,ice beam
psyduck,blizzard
psyduck,psybeam
psyduck,bubble beam
psyduck,submission
psyduck,low kick
psyduck,counter
psyduck,seismic toss
psyduck,strength
psyduck,dig
psyduck,toxic
psyduck,confusion
psyduck,psychic
psyduck,hypnosis
psyduck,rage
psyduck,mimic
psyduck,screech
psyduck,double team
psyduck,confuse ray
psyduck,light screen
psyduck,haze
psyduck,bide
psyduck,metronome
psyduck,waterfall
psyduck,swift
psyduck,skull bash
psyduck,amnesia
psyduck,bubble
psyduck,flash
psyduck,fury swipes
psyduck,rest
psyduck,substitute
psyduck,thief
psyduck,snore
psyduck,curse
psyduck,protect
psyduck,mud slap
psyduck,foresight
psyduck,icy wind
psyduck,endure
psyduck,swagger
psyduck,attract
psyduck,sleep talk
psyduck,return
psyduck,frustration
psyduck,dynamic punch
psyduck,encore
psyduck,iron tail
psyduck,hidden power
psyduck,cross chop
psyduck,rain dance
psyduck,psych up
psyduck,future sight
psyduck,rock smash
psyduck,whirlpool
psyduck,hail
psyduck,facade
psyduck,focus punch
psyduck,taunt
psyduck,helping hand
psyduck,role play
psyduck,brick break
psyduck,yawn
psyduck,knock off
psyduck,endeavor
psyduck,skill swap
psyduck,refresh
psyduck,secret power
psyduck,dive
psyduck,signal beam
psyduck,muddy water
psyduck,aerial ace
psyduck,mud shot
psyduck,water sport
psyduck,calm mind
psyduck,water pulse
psyduck,brine
psyduck,natural gift
psyduck,fling
psyduck,worry seed
psyduck,aqua tail
psyduck,vacuum wave
psyduck,nasty plot
psyduck,shadow claw
psyduck,mud bomb
psyduck,zen headbutt
psyduck,captivate
psyduck,hone claws
psyduck,wonder room
psyduck,psyshock
psyduck,telekinesis
psyduck,synchronoise
psyduck,soak
psyduck,low sweep
psyduck,simple beam
psyduck,round
psyduck,clear smog
psyduck,scald
psyduck,confide
psyduck,power up punch
psyduck,liquidation
psyduck,flip turn
psyduck,tera blast
psyduck,trailblaze
psyduck,chilling water
psyduck,psychic noise
golduck,mega punch
golduck,pay day
golduck,ice punch
golduck,scratch
golduck,mega kick
golduck,headbutt
golduck,body slam
golduck,take down
golduck,double edge
golduck,tail whip
golduck,disable
golduck,water gun
golduck,hydro pump
golduck,surf
golduck,ice beam
golduck,blizzard
golduck,psybeam
golduck,bubble beam
golduck,hyper beam
golduck,submission
golduck,low kick
golduck,counter
golduck,seismic toss
golduck,strength
golduck,dig
golduck,toxic
golduck,confusion
golduck,psychic
golduck,hypnosis
golduck,rage
golduck,mimic
golduck,screech
golduck,double team
golduck,confuse ray
golduck,light screen
golduck,haze
golduck,bide
golduck,metronome
golduck,waterfall
golduck,swift
golduck,skull bash
golduck,amnesia
golduck,bubble
golduck,flash
golduck,fury swipes
golduck,rest
golduck,substitute
golduck,thief
golduck,snore
golduck,curse
golduck,protect
golduck,mud slap
golduck,icy wind
golduck,endure
golduck,swagger
golduck,fury cutter
golduck,attract
golduck,sleep talk
golduck,return
golduck,frustration
golduck,dynamic punch
golduck,encore
golduck,iron tail
golduck,hidden power
golduck,rain dance
golduck,psych up
golduck,future sight
golduck,rock smash
golduck,whirlpool
golduck,hail
golduck,facade
golduck,focus punch
golduck,taunt
golduck,helping hand
golduck,role play
golduck,brick break
golduck,yawn
golduck,knock off
golduck,endeavor
golduck,skill swap
golduck,secret power
golduck,dive
golduck,signal beam
golduck,muddy water
golduck,aerial ace
golduck,mud shot
golduck,water sport
golduck,calm mind
golduck,water pulse
golduck,brine
golduck,natural gift
golduck,fling
golduck,me first
golduck,worry seed
golduck,aqua tail
golduck,power gem
golduck,vacuum wave
golduck,focus blast
golduck,giga impact
golduck,nasty plot
golduck,shadow claw
golduck,zen headbutt
golduck,rock climb
golduck,captivate
golduck,grass knot
golduck,aqua jet
golduck,hone claws
golduck,wonder room
golduck,psyshock
golduck,telekinesis
golduck,soak
golduck,low sweep
golduck,round
golduck,scald
golduck,confide
golduck,power up punch
golduck,laser focus
golduck,liquidation
golduck,flip turn
golduck,tera blast
golduck,trailblaze
golduck,chilling water
golduck,psychic noise
mankey,karate chop
mankey,mega punch
mankey,pay day
mankey,fire punch
mankey,ice punch
mankey,thunder punch
mankey,scratch
mankey,mega kick
mankey,headbutt
mankey,body slam
mankey,take down
mankey,thrash
mankey,double edge
mankey,leer
mankey,submission
mankey,low kick
mankey,counter
mankey,seismic toss
mankey,strength
mankey,thunderbolt
mankey,thunder
mankey,earthquake
mankey,dig
mankey,toxic
mankey,meditate
mankey,rage
mankey,mimic
mankey,screech
mankey,double team
mankey,defense curl
mankey,focus energy
mankey,bide
mankey,metronome
mankey,swift
mankey,skull bash
mankey,fury swipes
mankey,rest
mankey,rock slide
mankey,substitute
mankey,thief
mankey,snore
mankey,curse
mankey,reversal
mankey,spite
mankey,protect
mankey,scary face
